1417
195
0
448
5111
59
326
140
5
0
79
93
591
330
1850
1437
0
3211
472
0
0
0
51
925
3
40
2931
0
104
3
0
1896
0
624
1155
2328
0
2963
1891
3279
248
31
551
620
562
0
2401
21
659
523
252
2198
9
465
66
19
2633
86
20
769
1741
404
285
278
6063
255
146
7430
353
150
4
0
0
11
1342
40
293
1840
132
2410
5
59
0
8
0
0
611
266
668
142
0
19
312
5492
280
710
63
40
516
155
